Year,Afghanistan,Africa,Albania,Algeria,Americas (other),Andorra,Angola,Anguilla,Antarctic Fisheries,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia and Pacific (other),Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Czechoslovakia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,EU-28,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Europe (other),Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgysztan,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (country),Middle East,Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Reunion,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,World,Yemen,Zambia,Zimbabwe
1953,388384.0,2061872032.0,8654368.0,23112512.0,9985568816.0,0.0,1022256.0,0.0,0.0,0.0,662278992.0,0.0,0.0,7824534288.0,1518790288.0,1732672624.0,0.0,278464.0,50936928.0,0.0,425024.0,0.0,4957699776.0,98928.0,0.0,300448.0,0.0,4140320.0,0.0,0.0,0.0,327001008.0,0.0,33888336.0,147549280.0,0.0,0.0,0.0,806080.0,4989078272.0,234496.0,0.0,0.0,0.0,234276160.0,2235523648.0,0.0,102995040.0,0.0,0.0,0.0,1417968.0,0.0,0.0,25721280.0,0.0,1231104.0,0.0,3891882480.0,12769040.0,763588592.0,91600.0,14656.0,1974896.0,106000000000.0,24534144.0,106974144.0,1395984.0,43968.0,69616.0,304112.0,472656.0,14819143264.0,219840.0,985616.0,578912.0,147882704.0,12554875536.0,40304.0,0.0,0.0,51296.0,0.0,31001246896.0,3400192.0,359072.0,76526304.0,425024.0,40304.0,260144.0,2704032.0,0.0,29312.0,1333696.0,549600.0,1341024.0,6379024.0,854657312.0,3249968.0,2412670720.0,618010544.0,886200688.0,137663808.0,264159744.0,13897552.0,1847322848.0,1971232.0,4517081792.0,740128.0,0.0,5404400.0,0.0,10618272.0,0.0,0.0,0.0,494640.0,6668480.0,0.0,205184.0,725472.0,0.0,0.0,34701744.0,0.0,0.0,1143168.0,0.0,65717504.0,0.0,0.0,974624.0,0.0,318768.0,0.0,703488.0,1354536832.0,0.0,1455648576.0,0.0,1183472.0,0.0,0.0,21500352.0,5052656.0,49782768.0,0.0,0.0,120912.0,2040239776.0,1374000.0,280515840.0,996608.0,0.0,38277808.0,0.0,7800656.0,447040976.0,0.0,0.0,0.0,0.0,2550144.0,296784.0,333424.0,209470880.0,18455568.0,5955868640.0,227098384.0,1560864.0,109920.0,797275408.0,0.0,0.0,0.0,0.0,32976.0,98928.0,25648.0,21984.0,10992.0,126125872.0,0.0,0.0,0.0,600896.0,0.0,0.0,0.0,0.0,7328.0,190528.0,1700059360.0,18499536.0,0.0,1276292112.0,7177776.0,2861584.0,1025920.0,14656.0,1034068736.0,507126912.0,2326640.0,175666816.0,0.0,0.0,5550960.0,0.0,124576.0,29312.0,200153328.0,6855344.0,217484048.0,0.0,0.0,0.0,597232.0,0.0,0.0,40762795088.0,99569958448.0,13377264.0,0.0,0.0,470010592.0,134014464.0,0.0,251000000000.0,227168.0,0.0,93593216.0
1954,494640.0,2179512080.0,9156336.0,27267488.0,10365954304.0,0.0,1370336.0,0.0,0.0,0.0,699036240.0,0.0,0.0,8111601360.0,1586636576.0,1757184784.0,0.0,362736.0,51981168.0,0.0,538608.0,0.0,5043452032.0,128240.0,0.0,384720.0,0.0,4928080.0,0.0,0.0,0.0,356686736.0,0.0,34247408.0,158944320.0,0.0,0.0,0.0,1036912.0,5152060320.0,256480.0,0.0,0.0,0.0,245359760.0,2396779952.0,0.0,112620368.0,0.0,0.0,0.0,1824672.0,0.0,0.0,31671616.0,0.0,1674448.0,0.0,3988231024.0,15586656.0,789170640.0,124576.0,18320.0,2601440.0,109000000000.0,25497776.0,118643984.0,1864976.0,73280.0,69616.0,304112.0,743792.0,15209586432.0,296784.0,1278736.0,736464.0,157039040.0,12781266768.0,54960.0,0.0,0.0,65952.0,0.0,31661056352.0,4404128.0,414032.0,81611936.0,527616.0,51296.0,333424.0,3447824.0,0.0,36640.0,1806352.0,765776.0,1718416.0,8178048.0,888670224.0,4030400.0,2491410080.0,632758144.0,887244928.0,140712256.0,273253792.0,18224736.0,1912296560.0,2762656.0,4659659024.0,992944.0,0.0,7104496.0,0.0,12021584.0,0.0,0.0,0.0,494640.0,7976528.0,0.0,307776.0,1025920.0,0.0,0.0,43484352.0,21984.0,0.0,1432624.0,0.0,65717504.0,0.0,0.0,1282400.0,0.0,410368.0,0.0,890352.0,1390814096.0,0.0,1488837088.0,0.0,1670784.0,0.0,0.0,25087408.0,6195824.0,51244704.0,0.0,0.0,161216.0,2098636608.0,1894288.0,289584240.0,1311712.0,0.0,40849936.0,0.0,12589504.0,456926448.0,0.0,0.0,0.0,0.0,3184016.0,392048.0,516624.0,215707008.0,23786688.0,6103450896.0,232891168.0,2169088.0,146560.0,830786352.0,0.0,0.0,0.0,0.0,40304.0,131904.0,32976.0,32976.0,14656.0,127364304.0,0.0,0.0,0.0,725472.0,0.0,0.0,0.0,0.0,10992.0,238160.0,1773965904.0,23658448.0,0.0,1316031856.0,8962144.0,3678656.0,1363008.0,18320.0,1068572624.0,519727408.0,2905552.0,182155760.0,0.0,0.0,7602800.0,0.0,157552.0,36640.0,202989264.0,8262320.0,230919936.0,0.0,0.0,0.0,817072.0,0.0,0.0,41315505824.0,102000000000.0,17114544.0,0.0,0.0,521214992.0,134014464.0,0.0,257000000000.0,4682592.0,0.0,93593216.0
1955,648528.0,2309041808.0,9819520.0,31876800.0,10774373056.0,0.0,1784368.0,0.0,0.0,0.0,738603776.0,0.0,0.0,8415698704.0,1657318800.0,1786262288.0,0.0,490976.0,53384480.0,0.0,666848.0,0.0,5135488048.0,157552.0,0.0,494640.0,0.0,5858736.0,0.0,0.0,0.0,390721632.0,0.0,34547856.0,171039184.0,0.0,0.0,102592.0,1271408.0,5321549632.0,278464.0,0.0,0.0,0.0,256959984.0,2587670688.0,0.0,124568672.0,0.0,0.0,0.0,2172752.0,0.0,0.0,38450016.0,0.0,2125120.0,0.0,4088243568.0,18975856.0,816240272.0,161216.0,21984.0,3517440.0,111000000000.0,26695904.0,129291568.0,2326640.0,109920.0,69616.0,304112.0,970960.0,15667615744.0,395712.0,1579184.0,908672.0,167968752.0,13020291472.0,69616.0,43968.0,0.0,80608.0,0.0,32384641392.0,5591264.0,472656.0,87569600.0,736464.0,62288.0,414032.0,4363824.0,0.0,47632.0,2322976.0,1033248.0,2154432.0,10057680.0,924379568.0,4942736.0,2576850896.0,653602640.0,903058752.0,144812272.0,284971264.0,23042896.0,1985605872.0,3748272.0,4801576736.0,1374000.0,0.0,9090384.0,0.0,13868240.0,0.0,0.0,25648.0,494640.0,9599680.0,0.0,366400.0,1454608.0,0.0,0.0,53369824.0,43968.0,0.0,1736736.0,0.0,65717504.0,0.0,0.0,1623152.0,0.0,523952.0,0.0,1018592.0,1430484224.0,0.0,1539557840.0,0.0,2260688.0,0.0,0.0,28645152.0,7569824.0,52666336.0,0.0,0.0,205184.0,2159627552.0,2594112.0,298978736.0,1703760.0,0.0,43546640.0,0.0,19935824.0,468343472.0,0.0,0.0,10992.0,0.0,3894832.0,520288.0,707152.0,221833216.0,30403872.0,6257668656.0,239354464.0,2586784.0,186864.0,867576576.0,0.0,0.0,0.0,0.0,51296.0,168544.0,40304.0,43968.0,18320.0,129478432.0,0.0,0.0,0.0,908672.0,0.0,0.0,0.0,0.0,21984.0,304112.0,1856911536.0,30103424.0,0.0,1356321200.0,10625600.0,4605648.0,1674448.0,21984.0,1107678496.0,533350160.0,4550688.0,189355520.0,0.0,0.0,9977072.0,0.0,197856.0,43968.0,205711616.0,9859824.0,244542688.0,0.0,0.0,0.0,1080880.0,0.0,0.0,41892149808.0,105000000000.0,21035024.0,0.0,0.0,580971168.0,134014464.0,0.0,264000000000.0,7166784.0,0.0,93593216.0
1956,831728.0,2444302032.0,10658576.0,36874496.0,11223279008.0,0.0,2286336.0,0.0,0.0,0.0,782908864.0,0.0,0.0,8747404288.0,1730356976.0,1814475088.0,0.0,630208.0,54439712.0,0.0,795088.0,0.0,5232287264.0,186864.0,0.0,630208.0,0.0,6965264.0,0.0,0.0,0.0,427343312.0,0.0,34844640.0,184009744.0,0.0,0.0,234496.0,1509568.0,5511370480.0,307776.0,3664.0,0.0,0.0,268794704.0,2804018896.0,0.0,137172832.0,0.0,0.0,0.0,2656400.0,0.0,0.0,44294096.0,0.0,2799296.0,0.0,4195562128.0,22152544.0,842617408.0,190528.0,25648.0,4503056.0,113000000000.0,27992960.0,139239328.0,2854256.0,146560.0,69616.0,304112.0,1212784.0,16197052752.0,509296.0,1890624.0,1102864.0,180140560.0,13288837024.0,84272.0,87936.0,0.0,98928.0,0.0,33150923024.0,6668480.0,523952.0,93860688.0,879360.0,73280.0,505632.0,5342112.0,0.0,58624.0,2872576.0,1297056.0,2608768.0,12179136.0,957546096.0,5891712.0,2665307184.0,675414432.0,925867152.0,151209616.0,295897312.0,27839072.0,2069126752.0,5008688.0,4962265120.0,1824672.0,0.0,11310768.0,0.0,14908816.0,0.0,0.0,84272.0,494640.0,11486640.0,0.0,414032.0,1784368.0,0.0,0.0,63738944.0,69616.0,0.0,2055504.0,0.0,65717504.0,0.0,0.0,1919936.0,0.0,641200.0,0.0,1238432.0,1472627552.0,0.0,1599504544.0,0.0,2949520.0,0.0,0.0,32166256.0,9123360.0,54322464.0,0.0,0.0,252816.0,2224711184.0,3759264.0,308655360.0,2081152.0,0.0,46558448.0,0.0,28901632.0,480299104.0,0.0,0.0,21984.0,0.0,4528704.0,648528.0,905008.0,228146288.0,36658320.0,6424102192.0,246521248.0,3092416.0,234496.0,908364224.0,0.0,0.0,0.0,0.0,62288.0,201520.0,47632.0,54960.0,25648.0,131108912.0,0.0,0.0,0.0,1088208.0,0.0,0.0,0.0,0.0,32976.0,373728.0,1944184352.0,37658592.0,0.0,1398673376.0,12043568.0,5503328.0,2015200.0,25648.0,1151063920.0,550417072.0,6554896.0,197042592.0,0.0,0.0,12596832.0,0.0,238160.0,51296.0,208591520.0,11420688.0,258905568.0,0.0,0.0,0.0,1344688.0,0.0,0.0,42466159376.0,108000000000.0,25058096.0,0.0,0.0,645985184.0,134014464.0,0.0,272000000000.0,9497088.0,0.0,93593216.0
1957,1124848.0,2586054864.0,12164480.0,42414464.0,11684404400.0,0.0,2905552.0,0.0,0.0,21984.0,830526208.0,0.0,0.0,9109176656.0,1804882736.0,1843662512.0,0.0,806080.0,55194496.0,0.0,930656.0,0.0,5328793360.0,216176.0,0.0,769440.0,0.0,7969200.0,0.0,0.0,0.0,463331120.0,0.0,35137760.0,198401936.0,0.0,0.0,395712.0,1766048.0,5694204080.0,326096.0,7328.0,0.0,0.0,280523168.0,3060366992.0,0.0,150828560.0,0.0,0.0,0.0,3118064.0,0.0,0.0,58162336.0,0.0,3616368.0,0.0,4307651216.0,25483120.0,867521616.0,234496.0,29312.0,5536304.0,115000000000.0,29125136.0,151161984.0,3451488.0,179536.0,69616.0,304112.0,1535216.0,16829111072.0,604560.0,2202064.0,1267744.0,192385648.0,13566385024.0,98928.0,139232.0,0.0,120912.0,0.0,33928922128.0,7961872.0,575248.0,100679392.0,1040576.0,84272.0,615552.0,6327728.0,0.0,69616.0,3407520.0,1549872.0,3184016.0,14542416.0,995996112.0,6855344.0,2764542960.0,697827120.0,947667952.0,157181936.0,305617904.0,33012640.0,2156253008.0,6613520.0,5150393200.0,2319312.0,0.0,13593440.0,0.0,17107216.0,0.0,0.0,142896.0,494640.0,13553136.0,0.0,498304.0,2095808.0,0.0,0.0,74577056.0,98928.0,0.0,2370608.0,0.0,68692672.0,0.0,0.0,2231376.0,0.0,802416.0,0.0,1458272.0,1521915680.0,0.0,1662100320.0,0.0,3711632.0,0.0,0.0,35222032.0,10893072.0,56421936.0,0.0,0.0,307776.0,2289124304.0,4825488.0,318962192.0,2498848.0,0.0,49742464.0,0.0,40194080.0,491661168.0,0.0,0.0,36640.0,0.0,5290816.0,795088.0,1117520.0,234822096.0,43389088.0,6602802800.0,254307248.0,3403856.0,293120.0,954303456.0,0.0,0.0,0.0,0.0,73280.0,241824.0,54960.0,69616.0,36640.0,133208384.0,0.0,0.0,0.0,1476592.0,1729408.0,0.0,0.0,0.0,43968.0,447008.0,2033846096.0,45873280.0,0.0,1448906816.0,14362880.0,6657488.0,2388928.0,29312.0,1189916976.0,568117856.0,8537120.0,205227968.0,0.0,0.0,15520704.0,0.0,285792.0,58624.0,211156320.0,12996208.0,274880608.0,0.0,0.0,0.0,1623152.0,0.0,0.0,43036556240.0,110000000000.0,29491536.0,0.0,0.0,715575536.0,134014464.0,0.0,280000000000.0,12453936.0,0.0,93593216.0
1958,1454608.0,2734824256.0,13366272.0,47632000.0,12139568464.0,0.0,3499120.0,0.0,0.0,51296.0,874728704.0,0.0,0.0,9478778992.0,1882500912.0,1871758064.0,0.0,985616.0,56484224.0,0.0,1080880.0,0.0,5416494864.0,256480.0,124576.0,916000.0,0.0,8885200.0,0.0,0.0,0.0,502400352.0,0.0,35456528.0,214032560.0,3664.0,0.0,593568.0,2044512.0,5876381824.0,340752.0,14656.0,0.0,0.0,292977104.0,3585747952.0,0.0,164810384.0,0.0,0.0,0.0,3565072.0,498304.0,0.0,76159904.0,0.0,4382144.0,0.0,4430124080.0,28410656.0,894316448.0,282128.0,36640.0,6602528.0,118000000000.0,30447840.0,164850688.0,4048720.0,227168.0,69616.0,304112.0,1853984.0,17574471264.0,721808.0,2568464.0,1443616.0,202996592.0,13832592944.0,117248.0,190528.0,0.0,146560.0,0.0,34685395232.0,9324880.0,630208.0,108131968.0,1267744.0,98928.0,725472.0,7456240.0,164880.0,80608.0,3865520.0,1824672.0,3770256.0,16916688.0,1035244880.0,7947216.0,2868267136.0,720034624.0,972898256.0,163850416.0,314576384.0,38552608.0,2243903216.0,7969200.0,5331614640.0,2843264.0,0.0,15681920.0,0.0,20796864.0,0.0,0.0,216176.0,494640.0,15535360.0,0.0,659520.0,2447552.0,0.0,0.0,84664048.0,128240.0,0.0,2744336.0,0.0,71931648.0,0.0,0.0,2561136.0,0.0,945312.0,0.0,1667120.0,1575934032.0,0.0,1731412208.0,0.0,4847472.0,0.0,0.0,38490320.0,12710416.0,58832848.0,0.0,0.0,366400.0,2355820096.0,5565616.0,329144448.0,3099744.0,25648.0,53465088.0,0.0,55832032.0,502851024.0,0.0,0.0,51296.0,0.0,6217808.0,941648.0,1359344.0,242197728.0,50951584.0,6779557824.0,261866080.0,3572400.0,355408.0,1004108208.0,0.0,0.0,0.0,0.0,84272.0,282128.0,65952.0,80608.0,43968.0,136568272.0,355408.0,0.0,0.0,1685440.0,4026736.0,0.0,0.0,0.0,54960.0,531280.0,2130110368.0,54883056.0,0.0,1504801136.0,16312128.0,7947216.0,2707696.0,32976.0,1231998016.0,584408000.0,10706208.0,214802000.0,0.0,0.0,18539840.0,0.0,333424.0,65952.0,214633456.0,14443488.0,290921600.0,0.0,0.0,0.0,1916272.0,0.0,0.0,43592491296.0,113000000000.0,33470640.0,0.0,0.0,770037232.0,134014464.0,0.0,288000000000.0,14337232.0,0.0,93593216.0
1959,1839179.0,2882665399.0,14809888.0,53289017.0,12619700279.0,0.0,4117712.0,0.0,0.0,80608.0,923677503.0,2395128.0,719371.0,10083276580.0,1966209069.0,1899667967.0,23124155.0,1245760.0,57795936.0,1840006.0,1231104.0,35940692.0,5504804964.0,296784.0,227168.0,1051568.0,0.0,9834057.0,541339.0,4817123.0,0.0,541417432.0,0.0,35782624.0,233654813.0,10992.0,38943.0,806080.0,2322946.0,6060863178.0,359042.0,21984.0,98928.0,62288.0,305680468.0,4305900099.0,0.0,180897175.0,10992.0,186864.0,0.0,3949792.0,1044240.0,5250921.0,91824642.0,10419189.0,5213545.0,92871775.0,4552710528.0,31109627.0,920350880.0,318768.0,47632.0,7715611.0,120000000000.0,31740608.0,177557547.0,4652953.0,274800.0,69616.0,10121935.0,2190983.0,18787056099.0,820736.0,2671056.0,1641472.0,216552331.0,14094882429.0,139232.0,219840.0,21984.0,164880.0,6304757.0,35441300416.0,10647584.0,677840.0,116252896.0,1502240.0,113584.0,868368.0,8694197.0,322432.0,95264.0,4418784.0,2077339.0,4356466.0,19620155.0,1077147917.0,9185321.0,2978085889.0,743896859.0,998466964.0,171164750.0,326888562.0,44155378.0,2337987819.0,9807726.0,5524234627.0,3498674.0,107737205.0,17890034.0,0.0,24596432.0,0.0,0.0,293120.0,6309565.0,17983575.0,0.0,802416.0,2879904.0,0.0,9104218.0,95083691.0,164880.0,3449028.0,3118064.0,459765.0,74555072.0,0.0,47632.0,2949520.0,0.0,1110192.0,32976.0,1890624.0,1634221001.0,0.0,1802179946.0,0.0,6192160.0,613444.0,0.0,41859179.0,14504914.0,61610011.0,0.0,0.0,432352.0,2422938098.0,6155520.0,339463678.0,3579579.0,47632.0,57029655.0,0.0,75697782.0,514659184.0,0.0,9921057.0,65952.0,0.0,7210366.0,1102864.0,1663397.0,249413460.0,58177714.0,6969217955.0,269845776.0,3755600.0,425024.0,1054751478.0,854787568.0,74641.0,0.0,0.0,95264.0,315104.0,76944.0,95264.0,51296.0,138421959.0,743109.0,13896228.0,0.0,1919936.0,5825760.0,1210053.0,29695684.0,3992183.0,65952.0,619216.0,2224583238.0,66104432.0,113889.0,1556880067.0,18367246.0,9313888.0,3074096.0,36640.0,1274386413.0,601006066.0,12932107.0,225793355.0,3007314.0,0.0,21861038.0,0.0,388384.0,73280.0,217725159.0,16031881.0,308113403.0,13578842.0,0.0,0.0,2329977.0,259196536.0,10992.0,44139097428.0,116000000000.0,37858418.0,45961762.0,0.0,835186566.0,134014464.0,0.0,297000000000.0,16938672.0,4567766.0,99826414.0
1960,2253063.0,3039232467.0,16832416.0,59440258.0,13110767380.0,0.0,4666658.0,0.0,0.0,117248.0,972442003.0,4888704.0,1337932.0,10751536643.0,2054327969.0,1930452447.0,47199761.0,1656128.0,58371184.0,4051911.0,1403312.0,73359844.0,5595713047.0,340752.0,388384.0,1209120.0,0.0,10837845.0,1006817.0,10078982.0,0.0,588269253.0,0.0,36116048.0,255925515.0,54960.0,75374.0,1040576.0,2594082.0,6253579353.0,380997.0,32976.0,186864.0,117248.0,319156937.0,5084879564.0,0.0,197287661.0,21984.0,410368.0,0.0,4440768.0,1505904.0,10986665.0,105511741.0,19378270.0,6099877.0,191922488.0,4683453040.0,33428137.0,950100399.0,359072.0,58624.0,8755504.0,123000000000.0,33502190.0,193590278.0,5271813.0,296784.0,69616.0,20343633.0,2542608.0,20054102113.0,879360.0,2865248.0,1835664.0,231639266.0,14366243265.0,161216.0,256480.0,153888.0,183200.0,12868837.0,36255367936.0,12109520.0,725472.0,125644429.0,1725744.0,135568.0,1025920.0,10038439.0,732800.0,113584.0,5078304.0,2362923.0,4971870.0,22572745.0,1122476230.0,10397808.0,3098661931.0,765282052.0,1035825563.0,179420909.0,338057097.0,50615405.0,2447190905.0,11276128.0,5756734268.0,4241813.0,219906455.0,20314176.0,0.0,32393424.0,0.0,0.0,373728.0,12363686.0,20559584.0,0.0,967296.0,3572400.0,0.0,18582657.0,106591454.0,216176.0,7216482.0,3517440.0,898133.0,78120144.0,0.0,168544.0,3290272.0,0.0,1278736.0,69616.0,2070160.0,1697273288.0,0.0,1892455602.0,0.0,7485552.0,1283524.0,0.0,45495184.0,16387319.0,64324857.0,0.0,0.0,512960.0,2496375698.0,7016560.0,350995453.0,4110741.0,76944.0,60432827.0,0.0,99486221.0,527745990.0,0.0,21847496.0,80608.0,0.0,8206528.0,1282400.0,1967449.0,257578080.0,66502777.0,7168795028.0,278059284.0,3931472.0,498304.0,1108145610.0,1744770541.0,144466.0,0.0,0.0,109920.0,351744.0,87936.0,109920.0,62288.0,141096322.0,1570489.0,29075449.0,0.0,2634416.0,7218080.0,2250533.0,61367068.0,8352957.0,76944.0,703488.0,2322426751.0,78644551.0,227168.0,1605745641.0,20623913.0,10673232.0,3506448.0,69616.0,1323556934.0,620500929.0,16150802.0,237667259.0,6138271.0,0.0,25570530.0,0.0,454336.0,84272.0,220303902.0,17755991.0,324911940.0,27716191.0,0.0,0.0,2751040.0,529017008.0,21984.0,44723117446.0,119000000000.0,42172946.0,93813275.0,0.0,892203396.0,134014464.0,0.0,307000000000.0,20569696.0,8922992.0,105769567.0
1961,2743861.0,3201226721.0,19111424.0,65496175.0,13610105366.0,0.0,5120370.0,0.0,0.0,164880.0,1023568714.0,7460146.0,1983484.0,11492925566.0,2144831866.0,1962276492.0,72027938.0,2202064.0,60140896.0,6342320.0,1597504.0,111948394.0,5688411341.0,377392.0,516624.0,1384992.0,0.0,11878242.0,1492607.0,15594365.0,0.0,637413757.0,0.0,36420160.0,281870554.0,146560.0,123110.0,1326368.0,2876210.0,6447580047.0,402951.0,43968.0,274800.0,168544.0,333615179.0,5635838102.0,0.0,215483965.0,32976.0,677840.0,0.0,4931744.0,2059168.0,16998979.0,117680043.0,28728293.0,6964194.0,299428837.0,4825356096.0,35783524.0,981802266.0,403040.0,69616.0,9784137.0,126000000000.0,35146434.0,210656198.0,5854091.0,318768.0,69616.0,30884780.0,2883241.0,21361355056.0,992944.0,3019136.0,2004208.0,246560964.0,14647616603.0,183200.0,315104.0,318768.0,205184.0,19638029.0,37090338576.0,13454208.0,776768.0,135452856.0,2018864.0,153888.0,1201792.0,11444910.0,1348352.0,142896.0,5814768.0,2659529.0,5708155.0,25942882.0,1171406136.0,11489383.0,3229054857.0,791283648.0,1072334322.0,188130128.0,350409698.0,57676180.0,2571565802.0,13404050.0,6039521168.0,5219209.0,335581275.0,22712759.0,7328.0,42366832.0,0.0,0.0,487312.0,18606999.0,23238095.0,0.0,1128512.0,4766864.0,0.0,28357074.0,118172436.0,285792.0,11165444.0,3872848.0,1271461.0,82117568.0,0.0,285792.0,3583392.0,0.0,1450944.0,117248.0,2257024.0,1762513191.0,0.0,1986939411.0,0.0,8877872.0,1985886.0,0.0,49266548.0,19017209.0,66915157.0,0.0,0.0,593568.0,2572194481.0,7903248.0,362750585.0,4671184.0,131904.0,64542379.0,0.0,125912828.0,541081474.0,0.0,34197073.0,131904.0,0.0,9308946.0,1483920.0,2330126.0,266211721.0,75215302.0,7376030435.0,287137318.0,4092688.0,582576.0,1163861678.0,2662596301.0,235962.0,0.0,0.0,128240.0,399376.0,98928.0,128240.0,73280.0,144664642.0,2383154.0,44986242.0,0.0,2923872.0,9310224.0,3336415.0,95742173.0,12923929.0,91600.0,791424.0,2424546597.0,93093257.0,342584.0,1659352499.0,22957554.0,12058224.0,3935136.0,73280.0,1372356439.0,640858208.0,19211737.0,250195711.0,9367023.0,0.0,29711245.0,0.0,545936.0,95264.0,224901835.0,19520701.0,342252778.0,42295291.0,0.0,0.0,3157477.0,807235379.0,32976.0,45311732247.0,122000000000.0,46289707.0,143159453.0,0.0,944083178.0,134014464.0,0.0,316000000000.0,23233424.0,12631948.0,110830845.0
1962,3432455.0,3367561508.0,21573632.0,71157183.0,14141338876.0,0.0,6299495.0,0.0,0.0,267472.0,1077208839.0,10158886.0,2692427.0,12272302996.0,2239655321.0,1996141474.0,98086038.0,2927536.0,61731072.0,8859076.0,1857648.0,152448239.0,5786429644.0,447008.0,652192.0,1542544.0,0.0,12977234.0,2026098.0,21254123.0,0.0,691045205.0,3664.0,36790224.0,312574565.0,230832.0,167078.0,1634144.0,3165666.0,6654570818.0,421241.0,54960.0,348080.0,252816.0,350322552.0,6075180207.0,0.0,234903450.0,43968.0,916000.0,0.0,5481344.0,2645408.0,23168534.0,131834589.0,38996437.0,7868816.0,413994154.0,4976576704.0,37955474.0,1018692150.0,450672.0,80608.0,11025252.0,128000000000.0,36710100.0,229227308.0,6502352.0,340752.0,69616.0,41948038.0,3278775.0,22735695190.0,1110192.0,3066768.0,2235040.0,263351242.0,14946483143.0,205184.0,362736.0,406704.0,230832.0,26742473.0,37973644704.0,14886832.0,831728.0,145601678.0,2282672.0,179536.0,1388656.0,12825762.0,2007872.0,183200.0,6492608.0,2963403.0,6407742.0,29624340.0,1221918355.0,12687125.0,3372506700.0,814258541.0,1109762745.0,197150964.0,363516429.0,65608541.0,2717820787.0,15521040.0,6332385598.0,6266162.0,456985614.0,25334786.0,18320.0,56645440.0,0.0,0.0,619216.0,25159539.0,26088875.0,0.0,1381328.0,5814768.0,0.0,38615374.0,129713115.0,381056.0,15217786.0,4268501.0,1632081.0,86188272.0,0.0,425024.0,3913152.0,0.0,1623152.0,179536.0,2509840.0,1826256905.0,0.0,2096234692.0,0.0,10849104.0,2706635.0,3664.0,52341485.0,21002384.0,69794853.0,0.0,0.0,681504.0,2655476387.0,8467504.0,373948877.0,5330526.0,197856.0,68717378.0,0.0,156600222.0,555141864.0,0.0,47766959.0,183200.0,0.0,10499241.0,1681776.0,2722114.0,276171314.0,85551218.0,7592637610.0,296427210.0,4283216.0,674176.0,1227674473.0,3625914210.0,320234.0,0.0,0.0,146560.0,432352.0,109920.0,146560.0,84272.0,150914683.0,3195819.0,61313384.0,0.0,3249968.0,11885511.0,4528926.0,132374374.0,17614495.0,106256.0,897680.0,2530216592.0,110354845.0,466244.0,1719328349.0,25518334.0,13542144.0,4429776.0,73280.0,1423629026.0,664977910.0,22411606.0,264360515.0,12755641.0,0.0,34738025.0,0.0,633872.0,106256.0,232133918.0,21314605.0,363857324.0,57596433.0,0.0,0.0,3585927.0,1099196777.0,51296.0,45904663746.0,125000000000.0,50296608.0,194948964.0,40304.0,998139288.0,134014464.0,0.0,326000000000.0,27117264.0,16214629.0,115719813.0
